업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명
커피숍,서울특별시 강남구 대치동 511번지 한보미도맨션,,매일,서울특별시 강남구 삼성로 150 1층 126호 (대치동 한보미도맨션),한라봉양갱,11680,일이육 126 cafe
,,,오전 10시 - 오후 6시,,"6,000원",,
,,,,,한라봉푸딩젤,,
,,,,,"6,000원",,
,,,,,한라봉차,,
,,,,,"6,000원",,
커피숍,서울특별시 강남구 대치동 511번지,010*******,"화,수,목,금,토/일",서울특별시 강남구 삼성로 150 지상1층 150호 (대치동 미도상가),수제일반돈까스,11680,달달
,,,오전 11시 30분 - 오후 8시 (재료준비시간 14:30~17:00),,"8,900원",,
,,,,,수제치즈돈까스,,
,,,,,"9,900원",,
,,,,,수제눈꽃치즈돈까스,,
,,,,,"9,900원",,
커피숍,서울특별시 강남구 대치동 511번지,010*******,매일,서울특별시 강남구 삼성로 150 지상1층 176호 (대치동 한보종합상가),자몽 생과일쥬스,11680,까페 그레이스
,,,오전 9시 - 오후 10시,,"6,000원",,
,,,,,오렌지.키위 생과일쥬스,,
,,,,,"5,500원",,
,,,,,고구마 라떼,,
,,,,,"4,500원",,
커피숍,서울특별시 강남구 대치동 511번지,,따개비칼국수,서울특별시 강남구 삼성로 150 지하1층 3호 (대치동 한보종합상가),메뉴 정보가 없습니다.,11680,가고싶은 까페
,,,"8,000원",,,,
,,,호박막걸리,,,,
,,,"10,000원",,,,
,,,해물파전,,,,
,,,"10,000원",,,,
커피숍,서울특별시 강남구 대치동 507번지 2호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 155 1층 108호 (대치동),메뉴 정보가 없습니다.,11680,휘카페
커피숍,서울특별시 강남구 대치동 507번지 2호 대치퍼스트빌딩,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 155 대치퍼스트빌딩 지상1층 116호 (대치동),메뉴 정보가 없습니다.,11680,메가엠지씨커피 대치역점
커피숍,서울특별시 강남구 대치동 507번지 2호,02 554 0028,감자스프,서울특별시 강남구 삼성로 155 지상2층 201202호 (대치동),메뉴 정보가 없습니다.,11680,(주)더브라운베이커리 대치점
,,,"6,000원",,,,
,,,하몽 샐러드,,,,
,,,"12,000원",,,,
,,,카프레제 샌드위치,,,,
,,,"10,000원",,,,
커피숍,서울특별시 강남구 대치동 316번지 은마아파트,,매일,서울특별시 강남구 삼성로 212 은마상가동 지상1층 에이브럭 187호 (대치동 은마아파트),메뉴 정보가 없습니다.,11680,커피인류 대치은마점
,,,오전 11시 - 오전 2시,,,,
커피숍,서울특별시 강남구 대치동 316번지 지하1층,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 212 지하1층 A블럭 31호 (대치동 은마상가),메뉴 정보가 없습니다.,11680,선유도커피집 은마
커피숍,서울특별시 강남구 대치동 1019번지 13호 -104,02 5082611,월-금,서울특별시 강남구 삼성로 231 104호 (대치동),아메리카노,11680,아마스빈 대치은마점
,,,오전 8시 - 오후 11시 30분,,"1,800원",,
,,,토/일,,민트오레오,,
,,,오전 9시 - 오후 11시,,"3,700원",,
,,,,,애플망고스무디,,
,,,,,"3,500원",,
커피숍,서울특별시 강남구 대치동 1021번지 10호 -102,02 515 8473,월-금,서울특별시 강남구 삼성로 237 102호 (대치동),물어묵,11680,오마뎅
,,,오전 11시 - 오후 8시 30분,,"1,500원",,
,,,휴무일,,구어바,,
,,,매주 일요일,,"1,500원",,
,,,,,떡볶이,,
,,,,,"4,000원",,
커피숍,서울특별시 강남구 대치동 989번지 0호 태원리치타운 상가 지상1층-101,,월-금,서울특별시 강남구 삼성로 238 지상1층 101호 (대치동 태원리치타운 상가),블랙밀크티+펄 LARGE,11680,공차 대치은마사거리점
,,,오전 10시 - 오후 11시,,"4,200원",,
,,,토/일,,블랙밀크티+펄 JUMBO,,
,,,오전 10시 - 오후 10시,,"5,200원",,
,,,,,타로밀크티+펄 LARGE,,
,,,,,"4,200원",,
커피숍,서울특별시 강남구 대치동 989번지 태원 리치타운상가,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 238 태원 리치타운상가 1층 104105호 (대치동),메뉴 정보가 없습니다.,11680,브라운래빗
커피숍,서울특별시 강남구 대치동 989번지 태원 리치타운상가,010*******,월-금,서울특별시 강남구 삼성로 238 태원 리치타운상가 지상1층 109호 (대치동),흑당버블밀크티,11680,흑화당 대치점
,,,오전 10시 - 오후 11시,,"4,800원",,
,,,토/일,,흑당 크림 버블 밀크티,,
,,,오전 10시 - 오후 10시,,"5,800원",,
,,,,,흑당 커피 라떼,,
,,,,,"4,800원",,
커피숍,서울특별시 강남구 대치동 989번지 태원 리치타운상가,010*******,매일,서울특별시 강남구 삼성로 238 태원 리치타운상가 지상1층 109호 (대치동),흑당 버블 밀크티,11680,흑화당
,,,오전 9시 - 오후 11시,,"4,800원",,
,,,,,흑당 크림 버블 밀크티,,
,,,,,"5,800원",,
,,,,,흑당 버블 아이스크림,,
,,,,,"4,800원",,
커피숍,서울특별시 강남구 대치동 974번지 1호 신해청아파트,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 324 신해청아파트 지상1층 103호 (대치동),메뉴 정보가 없습니다.,11680,오베흐
커피숍,서울특별시 강남구 대치동 931번지 20호,,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 329 1층 101호 (대치동),메뉴 정보가 없습니다.,11680,요거프레소 대치사거리점
커피숍,서울특별시 강남구 대치동 962번지 1호 지상1층,70885971596,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 342 (대치동지상1층),메뉴 정보가 없습니다.,11680,재단법인 아름다운커피 세정점
커피숍,서울특별시 강남구 대치동 913번지 11호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 345 1층 (대치동 대림빌딩),메뉴 정보가 없습니다.,11680,죠샌드위치대치사거리점
커피숍,서울특별시 강남구 대치동 961번지,02 569 9751,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 352 12층 101102103201호 (대치동 창진빌딩),메뉴 정보가 없습니다.,11680,(주)커피빈코리아 대치사거리점
커피숍,서울특별시 강남구 대치동 960번지 5호,010*******,"월-금,토",서울특별시 강남구 삼성로 402 1층 (대치동),블론드 서머 라떼,11680,스타벅스 대치사거리점
,,,오전 7시 - 오후 8시,,"5,900원",,
,,,일요일,,스위티 자몽&라임 블렌디드,,
,,,오전 7시 30분 - 오후 8시,,"6,300원",,
,,,,,스위트 멜론 블렌디드,,
,,,,,"6,300원",,
커피숍,서울특별시 강남구 대치동 942번지 1호 도화타워,02 63234980,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 438 도화타워 지하1층 (대치동),메뉴 정보가 없습니다.,11680,(주)현대그린푸드 도화엔지니어링카페 베즐리
커피숍,서울특별시 강남구 삼성동 144번지 14호 채널리저브,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 517 1층 110호 (삼성동 채널리저브),메뉴 정보가 없습니다.,11680,(주)카페오디트 포스코사거리점
커피숍,서울특별시 강남구 삼성동 156번지 부방빌딩,02 20087152,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 530 부방빌딩 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,(주)쿠첸
커피숍,서울특별시 강남구 삼성동 151번지 7호 싹아트센터,010*******,"화,수,목,금",서울특별시 강남구 삼성로 534 싹아트센터 지상1층 (삼성동),아메리카노,11680,만랩커피 삼성싹아트홀점
,,,오전 9시 - 오후 10시,,"3,500원",,
,,,토요일,,하와이라떼,,
,,,오전 11시 - 오후 10시,,"4,500원",,
,,,,,카페라떼,,
,,,,,"4,000원",,
커피숍,서울특별시 강남구 삼성동 151번지 7호 지상1층,,매일,서울특별시 강남구 삼성로 534 지상1층 (삼성동),아메리카노 (HOT),11680,히어이즈유어커피
,,,오전 9시 - 오후 9시,,"2,500원",,
,,,,,카페라떼 (HOT),,
,,,,,"3,300원",,
,,,,,카푸치노 (HOT),,
,,,,,"3,300원",,
커피숍,서울특별시 강남구 삼성동 120번지 13호,,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 551 지상12층 (삼성동),메뉴 정보가 없습니다.,11680,(주)커피빈코리아(삼성로점)
커피숍,서울특별시 강남구 삼성동 70번지 블래스톤리조트,010*******,매일,서울특별시 강남구 삼성로 620 블래스톤리조트 지상2층 (삼성동),고등어구이,11680,255 삼성점
,,,오전 10시 - 오후 11시 (연중무휴),,"7,000원",,
커피숍,서울특별시 강남구 삼성동 21번지,02 5182434,매일,서울특별시 강남구 삼성로 635 지하1층 (삼성동 헤리티지산후조리센터),오룡해삼,11680,오세븐스 청담지점
,,,오전 11시 - 오후 10시,,"80,000원",,
,,,,,황태짬뽕,,
,,,,,"10,000원",,
,,,,,삼선짬뽕,,
,,,,,"10,000원",,
커피숍,서울특별시 강남구 삼성동 65번지 삼성빌딩,02 512 1555,매일,서울특별시 강남구 삼성로 642 삼성빌딩 1층 104호 (삼성동),아메리카노 (HOT),11680,커피퀸즈
,,,오전 9시 - 오후 9시,,"2,500원",,
,,,,,카페라떼 (HOT),,
,,,,,"3,300원",,
,,,,,카푸치노 (HOT),,
,,,,,"3,300원",,
커피숍,서울특별시 강남구 삼성동 52번지 0호 지상1층-109,,월-금,서울특별시 강남구 삼성로 654 지상1층 109호 (삼성동),아인슈페너,11680,일 나뚜랄레
,,,오전 11시 - 오후 3시,,"4,000원",,
커피숍,서울특별시 강남구 청담동 76번지 1호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 712 (청담동 지하1층),메뉴 정보가 없습니다.,11680,케이존 컴퍼니
커피숍,서울특별시 강남구 청담동 76번지 1호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 712 (청담동 지하1층),메뉴 정보가 없습니다.,11680,커피커피
커피숍,서울특별시 강남구 청담동 31번지 12호,010*******,매일,서울특별시 강남구 삼성로 725 1층 (청담동 피제이빌딩본관),인절미설빙,11680,설빙
,,,오전 11시 30분 - 오후 11시 (주문마감 22:30),,"7,900원",,
,,,,,팥인절미설빙,,
,,,,,"8,900원",,
,,,,,치즈설빙,,
,,,,,"9,900원",,
커피숍,서울특별시 강남구 청담동 7번지 20호,010*******,아메리카노,서울특별시 강남구 삼성로 763 지상1층 (청담동),메뉴 정보가 없습니다.,11680,커피코
,,,"2,900원",,,,
,,,해장커피,,,,
,,,"4,000원",,,,
,,,베트남커피,,,,
,,,"4,400원",,,,
커피숍,서울특별시 강남구 청담동 7번지 19호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로 767 지하1층 (청담동),메뉴 정보가 없습니다.,11680,옐로우문
커피숍,서울특별시 강남구 삼성동 153번지 11호,,매일,서울특별시 강남구 삼성로100길 23-9 지하1층 (삼성동),아메리카노 (HOT),11680,만죠즉석커피점
,,,오전 9시 - 오후 9시,,"2,500원",,
,,,,,카페라떼 (HOT),,
,,,,,"3,300원",,
,,,,,카푸치노 (HOT),,
,,,,,"3,300원",,
커피숍,서울특별시 강남구 삼성동 121번지 38호 신도브래뉴주상복합,,매일,서울특별시 강남구 삼성로103길 12 지상1층 106호 (삼성동 삼성동신도브래뉴),아메리카노 L,11680,달리는커피 강남점
,,,오전 10시 - 오후 10시,,"2,800원",,
,,,,,콜드브루 L,,
,,,,,"4,400원",,
,,,,,달커샌드위치,,
,,,,,"7,500원",,
커피숍,서울특별시 강남구 삼성동 122번지 30호,,월-금,서울특별시 강남구 삼성로103길 22 1층 (삼성동),아메리카노,11680,왜이렇게즐거운거지
,,,오전 7시 30분 - 오후 7시 30분,,"3,000원",,
,,,,,카페라떼,,
,,,,,"3,500원",,
,,,,,생모짜렐라샌드위치,,
,,,,,"5,500원",,
커피숍,서울특별시 강남구 삼성동 153번지 예림빌딩,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로104길 22 예림빌딩 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,북앤레스트(BOOK & REST)
커피숍,서울특별시 강남구 삼성동 153번지 예림빌딩,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로104길 22 예림빌딩 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,북스데이
커피숍,서울특별시 강남구 삼성동 153번지 예림빌딩,010*******,매일,서울특별시 강남구 삼성로104길 22 예림빌딩 지상1층 (삼성동),"디너코스, 런치코스",11680,북스테이
,,,오전 11시 30분 - 오후 10시,,,,
커피숍,서울특별시 강남구 삼성동 118번지 8호,,매일,서울특별시 강남구 삼성로107길 18 1층 102호 (삼성동),한라봉양갱,11680,카페 쏭(Cafe. Song)
,,,오전 10시 - 오후 6시,,"6,000원",,
,,,,,한라봉푸딩젤,,
,,,,,"6,000원",,
,,,,,한라봉차,,
,,,,,"6,000원",,
커피숍,서울특별시 강남구 삼성동 122번지 10호 셔우드,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로107길 23 셔우드 1층 103호 (삼성동),메뉴 정보가 없습니다.,11680,르플로우(LEFLOW)
커피숍,서울특별시 강남구 삼성동 149번지 3호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로108길 20 1층 (삼성동),메뉴 정보가 없습니다.,11680,이아이에프앤비 ei f&b
커피숍,서울특별시 강남구 삼성동 26번지 33호,010*******,매일,서울특별시 강남구 삼성로115길 40 지상1층 (삼성동),이삼옥 아인슈페너,11680,비건이삼(Vegan23)
,,,정오 12시 - 오후 10시,,"6,000원",,
,,,,,아메리카노,,
,,,,,"4,000원",,
,,,,,오리지널 밀크티,,
,,,,,"5,000원",,
커피숍,서울특별시 강남구 삼성동 26번지 33호,010*******,"화,수,목,금",서울특별시 강남구 삼성로115길 40 지상1층 (삼성동),마카롱,11680,엘쥬쥬디저트(eljuju's dessert)
,,,정오 12시 - 오후 7시,,"2,500원",,
,,,토요일,,머랭쿠키,,
,,,정오 12시 - 오후 4시,,2500~4500,,
,,,,,아메리카노,,
,,,,,"3,500원",,
커피숍,서울특별시 강남구 삼성동 69번지 17호 경호빌딩,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로116길 5 경호빌딩 지상1층 101호 (삼성동),메뉴 정보가 없습니다.,11680,카페 도르래
커피숍,서울특별시 강남구 삼성동 69번지 17호 경호빌딩,010*******,매일,서울특별시 강남구 삼성로116길 5 경호빌딩 지상1층 101호 (삼성동),지파이2ea(매콤닭튀김),11680,미정
,,,오전 11시 30분 - 오후 10시 (월요일 휴무/일요일 런치만),,"10,000원",,
,,,,,낙지덮밥,,
,,,,,"10,000원",,
,,,,,비프 크림파스타,,
,,,,,"16,000원",,
커피숍,서울특별시 강남구 삼성동 60번지 24호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로120길 36 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,애니멀고
커피숍,서울특별시 강남구 삼성동 57번지 11호 하랑빌딩,010*******,"월,화,수,금,토/일",서울특별시 강남구 삼성로120길 52-1 하랑빌딩 지상1층 (삼성동),밀크티,11680,홍차가게 청담
,,,정오 12시 - 오후 9시 (목요일 정기휴무),,"7,500원",,
,,,휴무일,,크림티 Set(1 Tea 포함),,
,,,매주 목요일 (목요일 정기휴무),,"16,000원",,
,,,,,청담티 Set (2인 Set) <2인 2 Tea 포함>,,
,,,,,"29,000원",,
커피숍,서울특별시 강남구 삼성동 57번지 11호 하랑빌딩,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로120길 52-1 하랑빌딩 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,뚝방길 홍차가게 부띠끄
커피숍,서울특별시 강남구 청담동 15번지 1호,02 21042111,매일,서울특별시 강남구 삼성로147길 46 지상1층 (청담동),오룡해삼,11680,청담웰컴센터
,,,오전 11시 - 오후 10시,,"80,000원",,
,,,,,황태짬뽕,,
,,,,,"10,000원",,
,,,,,삼선짬뽕,,
,,,,,"10,000원",,
커피숍,서울특별시 강남구 청담동 7번지 25호 지상1층,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로147길 6 지상1층 (청담동),메뉴 정보가 없습니다.,11680,페어칠이오
커피숍,서울특별시 강남구 대치동 1015번지,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 삼성로57길 35 1층 (대치동),메뉴 정보가 없습니다.,11680,대치동커피(DAECHIDONG COFFEE)
