업태명	소재지지번	소재지전화번호	영업일	소재지도로명	메뉴	시군구코드	업소명
					"삼선짜장, 삼선짬뽕 각"		
					"10,000원"		
					쟁반짜장 2인		
					"12,000원"		
기타 휴게음식점	서울특별시 강남구 대치동 899번지 16호	010*******	월-금	서울특별시 강남구 역삼로63길 19 1층 (대치동)	아메리카노	11680	레이어 프로젝트
			정오 12시 - 오후 10시 (계절에 따라 약간의 변동이 있을 수 있습니다.)		"4,500원"		
			토요일		아몬드크림슈페너		
			오전 11시 - 오후 11시 (계절에 따라 약간의 변동이 있을 수 있습니다.)		"7,000원"		
					더치베이비 체리체리		
					"15,900원"		
기타 휴게음식점	서울특별시 강남구 대치동 899번지 16호	010*******	매일	서울특별시 강남구 역삼로63길 19 1층 (대치동)	아메리카노	11680	카페 레이어 스튜디오
			오전 9시 - 오후 11시 (연중무휴)		"4,300원"		
					아메리카노 테이크아웃		
					"3,300원"		
					카페라떼		
					"4,700원"		
기타 휴게음식점	서울특별시 강남구 대치동 899번지 16호	010*******	월-금	서울특별시 강남구 역삼로63길 19 1층 (대치동)	아메리카노	11680	티카페
			오전 8시 - 오후 11시		"3,500원"		
			토/일		에스프레소		
			오전 10시 - 오후 10시		"3,500원"		
					카페라떼		
					"4,000원"		
기타 휴게음식점	서울특별시 강남구 대치동 916번지 34호		영업시간 정보가 없습니다.	서울특별시 강남구 역삼로78길 18 5층 501호 (대치동)	메뉴 정보가 없습니다.	11680	스터디카페 스타북스
기타 휴게음식점	서울특별시 강남구 삼성동 159번지 0호 ASEM 및 한국종합무역센타단지 컨벤션센터-L103	010*******	매일	서울특별시 강남구 영동대로 513 L103호 (삼성동 ASEM 및 한국종합무역센타단지 컨벤션센터)	하우스 스페셜 그린티 L	11680	공차 코리아 코엑스점
			오전 10시 - 오후 10시		"3,900원"		
					타로밀크티 L		
					"3,800원"		
					레몬쥬스 L		
					"3,900원"		
기타 휴게음식점	서울특별시 강남구 삼성동 159번지 코엑스몰 지하1층-J112	27091114	오리지널 글레이즈드	서울특별시 강남구 영동대로 513 지하1층 J112호 (삼성동 코엑스몰)	메뉴 정보가 없습니다.	11680	크리스피크림 코엑스몰점
			"1,300원"				
			카라멜 아이스드				
			"1,500원"				
			슈거 코티드				
			"1,300원"				
기타 휴게음식점	서울특별시 강남구 삼성동 159번지	02 32848129	영업시간 정보가 없습니다.	서울특별시 강남구 영동대로 517 1층 (삼성동 아셈타워)	메뉴 정보가 없습니다.	11680	세븐일레븐 코엑스아셈타워점
기타 휴게음식점	서울특별시 강남구 삼성동 160번지 아이파크타워	010*******	월-금	서울특별시 강남구 영동대로 520 아이파크타워 1층 (삼성동)	아메리카노	11680	던킨 현대아이파크타워점
			오전 7시 - 오후 11시		"3,000원"		
			토/일				
			오전 8시 - 오후 10시				
기타 휴게음식점	서울특별시 강남구 삼성동 58번지 2호 청담역 푸르지오시티	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 영동대로 647 청담역 푸르지오시티 지상1층 105호 (삼성동)	메뉴 정보가 없습니다.	11680	대만샌드위치 티앙웨이 경기고청담역점
기타 휴게음식점	서울특별시 강남구 일원동 717번지 삼성생명 일원역 빌딩	010*******	월-금	서울특별시 강남구 일원로 115 삼성생명 일원역 빌딩 1층 120호 (일원동)	샌드위치	11680	죠샌드위치
			오전 7시 - 오후 9시		"5,800원"		
			토요일		치아바타		
			오전 9시 - 오후 7시		"6,500원"		
					파니니		
					"6,900원"		
기타 휴게음식점	서울특별시 강남구 일원동 687번지 소림빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 일원로 53 지하1층 (일원동)	메뉴 정보가 없습니다.	11680	독스PC방 일원점
기타 휴게음식점	서울특별시 강남구 일원동 677번지 2호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 일원로3길 28 1층 (일원동)	메뉴 정보가 없습니다.	11680	쥬시버블
기타 휴게음식점	서울특별시 강남구 일원동 666번지 1호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 일원로9길 24 지하1층 (일원동)	메뉴 정보가 없습니다.	11680	덤프PC방 일원점
기타 휴게음식점	서울특별시 강남구 일원동 666번지 1호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 일원로9길 24 지하1층 (일원동)	메뉴 정보가 없습니다.	11680	포그네 PC토랑
기타 휴게음식점	서울특별시 강남구 일원동 666번지 8호		영업시간 정보가 없습니다.	서울특별시 강남구 일원로9길 40 지하1층 (일원동)	메뉴 정보가 없습니다.	11680	덤프PC방
기타 휴게음식점	서울특별시 강남구 일원동 645번지 4호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 일원로9길 58 지하1층 (일원동)	메뉴 정보가 없습니다.	11680	PC베네
기타 휴게음식점	서울특별시 강남구 자곡동 636번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 자곡로 114 지하1층 B01호 (자곡동)	메뉴 정보가 없습니다.	11680	갤럭시PC
기타 휴게음식점	서울특별시 강남구 자곡동 600번지 강남푸르지오시티 1차	010*******	월요일	서울특별시 강남구 자곡로 191 강남푸르지오시티 1차 지하1층 B12호 (자곡동)	아메리카노	11680	미라클쿠킹스튜디오
			오전 10시 - 오후 10시		"4,000원"		
			화-목		라떼		
			오전 9시 - 오후 10시		"5,000원"		
					크로와상		
					"3,500원"		
기타 휴게음식점	서울특별시 강남구 자곡동 596번지 강남 더샵 라르고		월-금	서울특별시 강남구 자곡로 201 강남 더샵 라르고 1층 117호118호 (자곡동)	찹쌀 꽈배기 (3개)	11680	스마일 찹쌀 꽈배기
			오전 11시 - 오후 8시		"2,000원"		
			토/일		찹쌀 핫도그 (1개)		
			오전 10시 - 오후 7시 (재료 소진 시 조기마감)		"1,000원"		
					찹쌀 팥도너츠 (1개)		
					"1,000원"		
기타 휴게음식점	서울특별시 강남구 자곡동 658번지	02 445 6661	영업시간 정보가 없습니다.	서울특별시 강남구 자곡로 202 1층 103호 (자곡동 강남힐스테이트)	메뉴 정보가 없습니다.	11680	신전떡볶이 자곡점
기타 휴게음식점	서울특별시 강남구 역삼동 821번지 이즈타워	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 101 이즈타워 남-2호 (역삼동)	메뉴 정보가 없습니다.	11680	와플대학 강남역지하상가캠퍼스
기타 휴게음식점	서울특별시 강남구 역삼동 822번지 2호		영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 107 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	쓰리팝
기타 휴게음식점	서울특별시 강남구 역삼동 707번지 34호 한신인터밸리24빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 322 한신인터밸리24빌딩 지하 2층 B150호 (역삼동)	메뉴 정보가 없습니다.	11680	내여자를부탁해
기타 휴게음식점	서울특별시 강남구 역삼동 707번지 34호 한신인터밸리24빌딩	010*******	매일	서울특별시 강남구 테헤란로 322 한신인터밸리24빌딩 지하2층 B111호 (역삼동)	황소곱창	11680	스마일강남꽈배기
			오후 4시 - 오전 1시		"23,000원"		
					모둠구이		
					"20,000원"		
					대창구이		
					"20,000원"		
기타 휴게음식점	서울특별시 강남구 역삼동 708번지 4호	25680124	매일	서울특별시 강남구 테헤란로 332 2층 (역삼동)	콩나물비빔밥	11680	스페이스(SPACE) 332
			오전 9시 30분 - 오후 10시 (일요일 영업 유동적)		"4,500원"		
					참치김치덮밥		
					"4,500원"		
					오므라이스		
					"5,000원"		
기타 휴게음식점	서울특별시 강남구 대치동 889번지 5호	02 558 1447	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 406 지하1층 115호 (대치동 샹제리제빌딩)	메뉴 정보가 없습니다.	11680	카페뉴
기타 휴게음식점	서울특별시 강남구 삼성동 144번지 29호 KB우준타워		월-금	서울특별시 강남구 테헤란로 447 KB우준타워 1층 (삼성동)	미네랄 콜드 브루	11680	레코드(Leco_de)
			오전 8시 - 오후 8시 (공휴일 휴무)		"2,900원"		
					유나뷰스터		
					"5,900원"		
					오자몽 쥬스		
					"3,900원"		
기타 휴게음식점	서울특별시 강남구 삼성동 159번지 7호 현대백화점	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 517 현대백화점 지하1층 (삼성동)	메뉴 정보가 없습니다.	11680	영준목장
기타 휴게음식점	서울특별시 강남구 삼성동 159번지 7호 현대백화점		영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 517 현대백화점 지하1층 (삼성동)	메뉴 정보가 없습니다.	11680	에그몬
기타 휴게음식점	서울특별시 강남구 삼성동 159번지 8호 파르나스타워	010*******	매일	서울특별시 강남구 테헤란로 521 파르나스타워 지하1층 R-39호 (삼성동)	마카롱	11680	드림베티 파르나스몰점
			정오 12시 - 오후 10시		2800~3200		
					아메리카노		
					"4,800원"		
					카페라떼		
					"5,300원"		
기타 휴게음식점	서울특별시 강남구 삼성동 172번지 66호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 지하 340 (삼성동)	메뉴 정보가 없습니다.	11680	마성떡볶이 선릉역점
기타 휴게음식점	서울특별시 강남구 삼성동 172번지 66호	010*******	치즈등갈비+주먹밥	서울특별시 강남구 테헤란로 지하 340 (삼성동)	메뉴 정보가 없습니다.	11680	밥스클럽
			"9,500원"				
			치즈떡갈비스테이크				
			"8,000원"				
			크레이지삼겹덮밥				
			"7,000원"				
기타 휴게음식점	서울특별시 강남구 삼성동 172번지 66호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 지하 340 (삼성동)	메뉴 정보가 없습니다.	11680	어묵나라
기타 휴게음식점	서울특별시 강남구 삼성동 172번지 66호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 지하 340 (삼성동)	메뉴 정보가 없습니다.	11680	김밥친구들 선릉역점
기타 휴게음식점	서울특별시 강남구 역삼동 735번지 15호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로14길 13 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	베베PC카페
기타 휴게음식점	서울특별시 강남구 역삼동 642번지 2호	02 558 1202	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로25길 6-13 1층 (역삼동)	메뉴 정보가 없습니다.	11680	베니키아 노블레스
기타 휴게음식점	서울특별시 강남구 역삼동 725번지 56호		매일	서울특별시 강남구 테헤란로30길 42 지하1층 (역삼동)	생연어(대)	11680	주식회사 언니왕
			"오후 2시 - 자정 12시 (1,3주 화요일 정기휴무)"		"40,000원"		
					생연어(중)		
					"30,000원"		
					광어회(대)		
					"40,000원"		
기타 휴게음식점	서울특별시 강남구 역삼동 664번지 32호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로39길 51 1층 101호 (역삼동)	메뉴 정보가 없습니다.	11680	지에스25 역삼미래점
기타 휴게음식점	서울특별시 강남구 역삼동 826번지 37호 쌍용플래티넘밸류	010*******	매일	서울특별시 강남구 테헤란로4길 46 1층 114호 (역삼동 쌍용플래티넘밸류)	황소곱창	11680	스마일강남꽈배기
			오후 4시 - 오전 1시		"23,000원"		
					모둠구이		
					"20,000원"		
					대창구이		
					"20,000원"		
기타 휴게음식점	서울특별시 강남구 역삼동 826번지 37호 쌍용플래티넘밸류	02 501 4773	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로4길 46 지하1층 B134호 (역삼동 쌍용플래티넘밸류)	메뉴 정보가 없습니다.	11680	더샵샐러드
기타 휴게음식점	서울특별시 강남구 역삼동 825번지 20호 강남역 센트럴 푸르지오 시티		휴무일	서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 지하2층 (역삼동)	짜장면	11680	셰프PC방 강남점
			매주 월요일		"5,000원"		
					"삼선짜장, 삼선짬뽕 각"		
					"10,000원"		
					쟁반짜장 2인		
					"12,000원"		
기타 휴게음식점	서울특별시 강남구 역삼동 825번지 19호	010*******	"월-금,토"	서울특별시 강남구 테헤란로4길 6 지하1층 B111호 (역삼동 강남역센트럴푸르지오시티)	벨지안 오리지널 와플	11680	슈가더더블유(Sugar the W)
			오전 11시 - 오후 8시		"2,000원"		
			휴무일		더치 아메리카노		
			매주 일요일		"3,000원"		
					더치 라떼		
					"4,000원"		
기타 휴게음식점	서울특별시 강남구 역삼동 709번지 5호 테헤란IPARK		매일	서울특별시 강남구 테헤란로52길 16 상가2동 지하1층 15호 (역삼동 테헤란IPARK)	A세트	11680	홍루이젠 선릉역점
